Día;dia/semana;Línea de servicio;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00
16/10/2021;sábado;LINEA 1;2081;5.027;6.004;6.117;4.511;3.971;3.764;4.247;5.533;5.993;5.641;4.991;4.967;4.566;4.509;3.259;2.533;2.023;1.464
16/10/2021;sábado;LINEA 2;108;454;549;588;512;490;598;738;1.056;1.083;1.071;924;983;1.085;946;739;485;365;189
17/10/2021;domingo;LINEA 1;443;1.623;1.927;1.951;1.881;2.255;2.627;2.632;2.628;2.815;3.046;2.766;2.751;2.793;2.714;2.141;1.993;1.607;306
17/10/2021;domingo;LINEA 2;8;204;168;154;188;254;286;326;438;460;480;326;372;410;411;326;282;169;15
18/10/2021;lunes;LINEA 1;544;1.856;1.960;1.779;1.496;1.617;2.083;2.003;2.194;2.348;2.911;2.619;2.645;2.934;2.906;2.234;1.911;1.474;277
18/10/2021;lunes;LINEA 2;15;188;204;208;151;187;256;223;258;292;348;331;338;402;425;330;241;163;17
19/10/2021;martes;LINEA 1;2668;7.684;9.742;9.205;5.637;4.722;4.058;4.256;4.633;4.373;4.779;5.414;7.508;10.799;7.941;4.543;2.985;2.208;1.219
19/10/2021;martes;LINEA 2;125;651;863;865;664;772;756;856;863;841;993;1.116;1.535;1.951;1.591;1.027;646;390;130
20/10/2021;miércoles;LINEA 1;2685;7.646;9.772;9.063;5.667;4.755;4.003;4.102;4.501;4.404;4.669;5.488;7.727;10.281;7.949;4.555;2.992;2.310;1.261
20/10/2021;miércoles;LINEA 2;141;675;939;880;655;825;583;2;;634;882;1.087;1.543;1.834;1.683;1.002;662;427;133
21/10/2021;jueves;LINEA 1;2716;7.824;9.730;9.045;5.530;4.721;4.040;4.078;4.436;4.580;4.859;5.226;7.534;10.637;7.998;4.592;2.941;2.226;1.415
21/10/2021;jueves;LINEA 2;139;702;873;908;665;735;745;825;959;858;976;1.040;1.508;2.037;1.517;977;662;382;147
22/10/2021;viernes;LINEA 1;2686;7.593;9.725;8.940;5.661;4.667;4.140;4.380;4.667;4.453;4.547;4.272;8.522;10.596;7.852;4.617;2.936;2.442;1.488
22/10/2021;viernes;LINEA 2;144;696;863;869;681;745;711;839;827;815;877;812;1.450;1.800;1.530;1.032;626;465;201
23/10/2021;sábado;LINEA 1;2168;5.388;6.516;6.707;4.729;4.273;3.907;4.108;5.831;6.080;5.614;5.653;5.199;4.829;4.161;3.357;2.567;2.287;1.401
23/10/2021;sábado;LINEA 2;110;498;607;655;553;577;668;820;1.064;1.148;920;1.005;1.025;1.012;846;710;533;390;212
24/10/2021;domingo;LINEA 1;516;1.743;1.978;1.991;1.835;2.219;2.424;2.403;2.607;2.832;3.084;2.903;2.751;2.831;2.767;2.189;2.229;1.706;214
24/10/2021;domingo;LINEA 2;16;173;175;216;186;231;327;344;451;390;454;359;403;428;439;358;248;165;15
25/10/2021;lunes;LINEA 1;2762;7.654;9.572;8.541;5.347;4.542;3.881;3.973;4.514;4.193;4.936;5.634;7.374;10.451;7.236;4.612;2.684;2.115;1.093
25/10/2021;lunes;LINEA 2;155;657;890;874;670;652;751;875;859;855;935;1.192;1.611;2.159;1.421;1.033;535;331;147
26/10/2021;martes;LINEA 1;2711;7.789;9.953;9.048;5.579;4.721;3.990;4.259;4.510;4.440;4.710;5.374;7.760;10.319;8.205;4.474;2.949;2.088;1.183
26/10/2021;martes;LINEA 2;132;728;895;893;684;718;782;861;940;845;986;1.159;1.577;1.866;1.624;1.064;646;366;130
27/10/2021;miércoles;LINEA 1;2657;7.684;9.969;8.948;5.607;4.716;3.914;3.976;4.627;4.358;5.092;5.516;7.936;10.552;7.806;4.492;2.952;2.087;1.366
27/10/2021;miércoles;LINEA 2;142;698;881;905;691;746;738;890;863;799;903;1.116;1.614;1.853;1.620;1.049;629;383;147
28/10/2021;jueves;LINEA 1;2609;8.004;10.069;9.090;5.673;4.500;4.033;3.983;4.370;4.495;4.244;4.577;6.438;8.518;6.666;3.961;2.848;2.093;1.443
28/10/2021;jueves;LINEA 2;136;711;923;858;678;729;767;919;902;863;1.037;1.137;1.531;1.984;1.534;1.140;668;462;261
29/10/2021;viernes;LINEA 1;2453;6.992;9.456;9.537;6.535;4.717;3.976;4.280;4.584;4.706;5.121;5.668;7.605;9.672;8.174;5.249;3.361;2.766;1.706
29/10/2021;viernes;LINEA 2;128;602;899;989;754;696;750;831;906;772;962;1.203;1.551;1.974;1.719;1.195;681;495;196
30/10/2021;sábado;LINEA 1;2124;5.247;6.543;6.550;4.815;4.348;4.190;4.495;5.883;6.386;6.273;5.664;5.238;4.885;4.520;3.703;2.681;2.511;1.438
30/10/2021;sábado;LINEA 2;114;494;600;646;494;634;674;841;1.104;1.228;1.162;1.031;1.088;1.132;1.072;818;525;413;177
31/10/2021;domingo;LINEA 1;469;1.614;2.005;2.040;1.826;2.393;2.687;2.767;2.855;2.986;3.227;3.011;2.792;2.811;2.105;1.492;1.449;1.145;147
31/10/2021;domingo;LINEA 2;10;163;198;150;191;221;343;364;460;450;469;398;488;487;439;356;224;191;19
01/11/2021;lunes;LINEA 1;524;1.808;2.035;1.809;1.485;1.771;2.051;2.097;2.062;2.446;2.825;2.537;2.838;3.035;2.789;2.066;1.939;1.427;208
01/11/2021;lunes;LINEA 2;18;183;207;219;154;195;238;263;280;276;396;329;392;403;425;335;263;133;30
02/11/2021;martes;LINEA 1;2730;7.849;10.030;9.116;5.706;5.059;4.246;5.245;4.801;4.540;4.321;5.084;7.223;10.640;8.125;4.774;2.924;2.263;1.238
02/11/2021;martes;LINEA 2;127;601;885;876;718;826;942;1.118;1.004;912;1.059;1.166;1.461;2.120;1.810;1.078;580;363;150
03/11/2021;miércoles;LINEA 1;2541;7.759;9.927;9.324;5.753;4.953;4.254;4.374;4.825;4.563;4.913;5.466;7.757;10.514;8.156;4.683;2.976;2.380;1.320
03/11/2021;miércoles;LINEA 2;131;638;918;867;718;738;780;917;994;906;944;1.160;1.545;1.994;1.628;1.081;683;415;146
04/11/2021;jueves;LINEA 1;2676;7.828;9.921;9.101;5.395;4.819;4.050;4.288;4.715;4.625;5.007;5.323;7.504;10.643;8.251;4.744;3.047;2.292;1.352
04/11/2021;jueves;LINEA 2;147;675;861;896;680;743;805;928;942;800;1.011;1.134;1.598;2.003;1.726;1.066;673;421;185
05/11/2021;viernes;LINEA 1;2708;7.608;9.889;9.027;5.749;4.973;4.180;4.200;4.835;4.793;5.090;5.772;7.737;10.287;8.192;4.954;3.304;2.641;1.559
05/11/2021;viernes;LINEA 2;138;647;890;849;698;724;777;878;945;812;1.023;1.102;1.599;1.933;1.464;1.166;634;524;226
06/11/2021;sábado;LINEA 1;2131;5.435;6.634;6.454;4.735;4.437;4.002;4.284;5.866;6.696;6.438;5.518;5.095;5.033;4.457;3.501;2.637;2.114;1.653
06/11/2021;sábado;LINEA 2;105;513;621;636;518;582;690;823;1.127;1.189;1.142;1.100;1.077;1.055;962;785;539;400;196
07/11/2021;domingo;LINEA 1;543;1.746;2.108;2.055;1.848;2.300;2.598;2.456;2.683;2.872;3.104;2.793;2.758;2.968;2.917;2.311;2.172;1.730;262
07/11/2021;domingo;LINEA 2;14;174;175;242;197;234;390;314;459;496;462;379;406;521;461;361;267;191;18
08/11/2021;lunes;LINEA 1;2654;7.596;9.882;8.742;5.720;4.663;4.000;4.163;4.734;4.406;4.876;5.504;7.468;10.624;7.681;2.942;1.891;2.200;1.119
08/11/2021;lunes;LINEA 2;131;643;847;861;740;746;836;908;967;848;959;1.207;1.607;2.135;1.522;870;499;360;134
09/11/2021;martes;LINEA 1;2662;7.735;9.099;9.202;5.827;4.890;4.168;4.338;4.640;4.488;4.992;4.897;8.102;10.770;8.051;4.647;2.957;2.330;1.227
09/11/2021;martes;LINEA 2;123;670;925;910;697;775;765;926;963;808;963;1.116;1.673;2.045;1.580;1.035;650;381;134
10/11/2021;miércoles;LINEA 1;2648;7.677;10.161;9.021;6.046;5.000;4.120;4.289;4.746;4.525;5.008;5.096;7.045;11.303;8.697;4.638;2.852;2.242;1.383
10/11/2021;miércoles;LINEA 2;123;703;923;837;689;731;755;924;857;780;926;1.185;1.405;1.898;1.672;1.067;605;398;171
11/11/2021;jueves;LINEA 1;2666;7.800;10.099;9.086;5.657;4.956;4.137;4.183;4.647;4.382;4.966;5.473;7.610;10.444;8.513;4.589;2.802;2.387;1.396
11/11/2021;jueves;LINEA 2;142;673;892;885;652;761;804;855;906;821;942;1.115;1.552;2.044;1.690;1.043;634;412;165
12/11/2021;viernes;LINEA 1;2668;7.591;10.059;9.064;5.781;4.882;4.180;4.331;4.748;4.661;5.042;5.530;7.942;10.487;7.962;5.214;3.455;2.606;1.610
12/11/2021;viernes;LINEA 2;115;651;874;833;670;707;778;889;909;892;1.036;1.132;1.585;1.936;1.608;1.124;696;512;226
13/11/2021;sábado;LINEA 1;2202;5.270;6.529;6.612;4.801;4.472;4.079;4.428;5.891;6.303;6.967;3.706;5.416;5.282;4.284;3.519;2.665;2.201;1.263
13/11/2021;sábado;LINEA 2;114;495;617;658;549;588;636;816;1.166;1.158;1.150;699;1.121;1.100;969;762;542;351;206
14/11/2021;domingo;LINEA 1;513;1.720;2.089;2.175;2.067;2.630;3.036;3.019;2.876;3.247;3.497;3.329;3.013;2.834;2.913;2.112;2.036;1.663;342
14/11/2021;domingo;LINEA 2;12;167;210;196;214;255;350;349;446;532;432;466;432;413;457;367;283;194;24
15/11/2021;lunes;LINEA 1;607;1.828;2.295;1.998;1.665;1.922;2.065;1.936;2.160;2.275;2.901;2.765;2.916;2.923;2.673;2.047;1.972;1.473;235
15/11/2021;lunes;LINEA 2;13;218;242;224;194;209;264;263;292;316;432;371;436;402;490;332;229;175;17
16/11/2021;martes;LINEA 1;2686;7.612;9.860;8.867;5.950;4.959;4.377;4.393;4.789;4.511;4.958;5.527;7.619;10.776;7.986;4.203;3.272;2.312;1.253
16/11/2021;martes;LINEA 2;124;633;886;858;674;773;853;990;950;871;992;1.256;1.759;2.158;1.625;1.056;728;411;157
17/11/2021;miércoles;LINEA 1;2681;7.482;10.156;8.898;5.896;4.955;4.164;4.259;4.823;4.857;4.905;5.506;7.424;10.444;8.069;4.828;3.098;2.398;1.353
17/11/2021;miércoles;LINEA 2;136;670;905;857;711;704;846;915;907;845;947;1.242;1.641;2.047;1.638;1.205;689;413;170
18/11/2021;jueves;LINEA 1;2659;7.640;10.025;8.282;5.626;5.002;4.167;4.323;4.684;4.427;4.925;5.388;7.584;10.848;8.361;4.858;3.185;2.591;1.480
18/11/2021;jueves;LINEA 2;146;654;901;849;689;758;794;888;949;813;994;1.131;1.597;2.079;1.672;1.141;732;405;145
19/11/2021;viernes;LINEA 1;2649;7.574;10.057;8.936;5.859;4.709;4.214;4.261;4.784;4.774;5.315;5.059;8.099;10.198;8.230;5.217;3.387;2.744;1.788
19/11/2021;viernes;LINEA 2;139;646;908;880;764;722;822;948;954;918;900;21;789;1.973;1.721;1.255;801;573;249
20/11/2021;sábado;LINEA 1;2158;5.297;6.776;6.935;5.059;4.419;3.978;4.702;6.026;6.238;6.387;5.984;5.518;4.232;4.632;3.883;2.709;2.443;1.391
20/11/2021;sábado;LINEA 2;94;505;600;694;543;603;728;967;1.226;1.273;1.132;1.120;1.205;879;1.107;811;556;374;192
21/11/2021;domingo;LINEA 1;534;1.852;2.157;2.080;2.042;2.364;2.810;2.753;2.889;3.086;3.309;3.084;2.397;2.078;2.105;1.639;1.647;1.171;135
21/11/2021;domingo;LINEA 2;7;181;222;224;187;239;370;321;439;531;536;495;493;485;535;392;305;223;28
22/11/2021;lunes;LINEA 1;2681;7.364;9.757;8.575;5.650;4.587;3.995;4.165;4.604;3.921;4.709;5.062;7.228;9.820;7.849;4.890;2.839;2.315;1.181
22/11/2021;lunes;LINEA 2;124;649;913;857;663;738;755;882;884;856;917;1.161;1.587;2.096;1.669;1.081;593;365;141
23/11/2021;martes;LINEA 1;2663;7.463;9.918;8.751;5.765;4.651;4.114;4.129;4.599;4.296;4.765;5.434;7.499;10.511;8.101;4.648;2.884;2.428;1.248
23/11/2021;martes;LINEA 2;114;676;889;902;741;695;722;862;910;711;887;1.111;1.622;2.048;1.571;1.118;681;411;137
24/11/2021;miércoles;LINEA 1;2643;7.354;10.086;9.085;5.780;4.520;3.979;4.144;4.639;4.392;4.717;5.215;7.394;10.473;8.164;5.100;3.138;2.459;1.375
24/11/2021;miércoles;LINEA 2;129;625;945;851;659;728;22;;656;827;889;1.142;1.558;2.063;1.528;1.090;640;409;188
25/11/2021;jueves;LINEA 1;2613;7.249;9.924;8.930;5.835;4.898;4.303;4.075;4.606;4.162;4.649;5.285;7.789;8.724;8.391;4.794;3.164;2.371;1.401
25/11/2021;jueves;LINEA 2;120;657;934;876;674;746;752;252;255;754;578;;;;1.212;1.082;695;425;182
26/11/2021;viernes;LINEA 1;2528;7.265;9.896;8.909;5.946;4.734;4.337;4.258;4.827;4.593;5.168;5.790;7.735;10.047;8.030;5.329;3.551;2.698;1.730
26/11/2021;viernes;LINEA 2;136;654;893;835;690;727;839;920;996;793;1.006;1.224;1.661;1.913;1.719;1.232;763;553;295
27/11/2021;sábado;LINEA 1;2060;5.289;6.905;6.747;5.169;4.454;4.207;4.378;5.961;6.311;6.437;6.231;5.282;4.871;4.542;3.701;2.948;2.566;1.867
27/11/2021;sábado;LINEA 2;110;520;604;638;589;621;686;826;1.134;1.220;1.202;1.085;1.131;1.079;1.068;851;586;415;266
28/11/2021;domingo;LINEA 1;;606;2.854;2.359;2.142;2.453;2.711;2.655;2.853;3.066;2.908;2.001;2.286;3.067;2.838;2.242;2.175;1.804;295
28/11/2021;domingo;LINEA 2;;21;260;233;195;289;395;356;417;561;551;520;592;534;511;473;319;225;19
29/11/2021;lunes;LINEA 1;2681;7.325;9.853;8.783;5.739;4.854;4.262;4.297;4.642;4.477;4.847;5.305;7.425;10.130;7.599;5.074;2.881;2.555;1.290
29/11/2021;lunes;LINEA 2;133;585;903;839;707;764;821;932;921;874;1.037;1.229;1.592;2.042;1.720;1.167;674;390;154
30/11/2021;martes;LINEA 1;2624;7.370;10.159;9.166;6.154;5.154;4.568;4.865;4.902;3.998;5.189;5.571;7.690;10.483;8.498;5.263;3.514;2.684;1.597
30/11/2021;martes;LINEA 2;143;645;910;882;615;794;794;946;925;891;1.041;1.130;1.648;2.055;1.804;1.334;799;505;182
01/12/2021;miércoles;LINEA 1;2494;7.026;9.626;9.160;6.107;5.241;4.397;4.274;4.744;4.550;5.256;5.657;7.602;10.651;8.210;4.955;3.542;2.498;1.575
01/12/2021;miércoles;LINEA 2;128;582;885;874;659;785;865;945;912;859;1.034;1.291;1.672;1.881;1.723;1.345;835;456;200
02/12/2021;jueves;LINEA 1;2664;7.141;9.826;9.103;6.289;5.315;4.444;4.453;4.612;4.548;5.024;5.510;7.763;10.294;8.403;5.128;3.814;2.668;1.544
02/12/2021;jueves;LINEA 2;152;630;893;902;731;844;843;970;927;834;976;1.156;1.682;1.971;1.833;1.342;894;446;218
03/12/2021;viernes;LINEA 1;2650;7.129;9.723;9.368;6.651;5.472;4.707;4.657;4.992;5.158;5.784;6.600;8.400;10.301;8.790;5.871;4.147;3.189;2.286
03/12/2021;viernes;LINEA 2;143;601;835;869;761;825;910;1.029;1.060;1.001;1.248;1.328;1.824;1.957;1.855;1.666;1.039;674;442
04/12/2021;sábado;LINEA 1;2152;5.259;6.549;7.010;5.353;4.578;4.393;4.820;6.082;6.894;6.857;6.142;5.711;5.382;5.060;4.483;3.439;3.019;1.822
04/12/2021;sábado;LINEA 2;128;498;600;691;588;652;738;887;1.206;1.257;1.222;1.179;1.203;1.221;1.272;1.025;745;518;277
05/12/2021;domingo;LINEA 1;494;1.745;2.302;2.360;2.456;2.936;3.304;2.983;3.033;3.464;3.580;3.520;3.312;3.573;3.486;2.773;2.826;2.193;347
05/12/2021;domingo;LINEA 2;6;195;234;214;223;259;411;367;528;560;596;571;589;649;612;506;385;223;33
06/12/2021;lunes;LINEA 1;2446;7.036;9.517;8.866;6.275;5.279;4.580;4.527;4.808;4.616;5.373;6.037;7.662;10.420;7.732;5.214;3.465;2.581;1.500
06/12/2021;lunes;LINEA 2;137;589;838;903;688;798;869;991;1.042;916;1.137;1.267;1.694;2.231;1.865;1.352;864;432;201
07/12/2021;martes;LINEA 1;2628;7.099;9.962;9.155;6.351;5.324;4.729;4.483;4.811;4.606;5.306;6.332;8.280;10.282;8.749;6.149;3.729;2.790;1.579
07/12/2021;martes;LINEA 2;118;637;908;860;767;810;813;971;1.009;940;1.094;1.318;1.848;1.948;1.719;1.358;824;416;189
08/12/2021;miércoles;LINEA 1;500;1.899;2.519;2.473;2.354;2.506;2.539;2.538;2.736;2.775;3.416;3.294;3.379;3.573;3.576;2.729;2.588;2.211;521
08/12/2021;miércoles;LINEA 2;11;185;259;258;233;302;320;314;364;468;537;562;597;612;430;;;316;46
09/12/2021;jueves;LINEA 1;2640;7.080;10.028;9.221;6.251;5.386;4.631;4.392;4.812;4.511;5.328;5.620;7.636;10.262;8.456;5.180;3.630;2.748;1.791
09/12/2021;jueves;LINEA 2;138;634;913;834;732;778;909;939;946;874;1.114;1.289;1.649;2.064;1.798;1.290;800;490;254
10/12/2021;viernes;LINEA 1;2685;7.047;10.072;8.972;4.512;5.236;4.624;4.531;4.733;4.644;5.140;6.125;8.047;10.085;8.521;5.773;3.712;3.027;2.008
10/12/2021;viernes;LINEA 2;143;630;909;884;729;770;859;960;971;869;1.077;1.177;1.799;1.960;1.678;1.405;818;570;322
11/12/2021;sábado;LINEA 1;2264;5.292;6.529;6.876;5.205;4.582;4.317;4.608;5.875;6.579;6.530;6.421;5.689;5.182;4.545;4.019;3.148;2.819;1.892
11/12/2021;sábado;LINEA 2;101;520;629;648;545;662;720;823;1.133;1.067;7;86;1.066;1.075;1.109;892;698;518;245
12/12/2021;domingo;LINEA 1;500;1.809;2.142;2.204;2.351;2.823;2.971;2.964;3.104;3.374;3.691;3.399;3.451;3.531;3.606;2.960;2.924;2.137;626
12/12/2021;domingo;LINEA 2;5;196;188;204;202;256;390;359;466;582;545;508;643;617;689;487;337;277;33
13/12/2021;lunes;LINEA 1;2722;6.960;9.759;8.870;6.074;5.184;4.545;4.308;4.637;4.770;5.233;5.768;7.330;10.143;8.446;5.595;3.493;2.522;1.365
13/12/2021;lunes;LINEA 2;126;654;828;860;665;768;787;840;996;935;1.059;1.257;1.695;1.940;1.842;1.290;911;453;251
14/12/2021;martes;LINEA 1;2639;7.053;9.667;8.925;6.113;5.099;4.383;4.222;4.690;4.544;5.131;5.611;7.522;10.426;8.272;5.271;3.682;2.397;1.849
14/12/2021;martes;LINEA 2;137;670;850;812;686;799;785;935;920;909;1.043;1.220;1.719;2.031;1.667;1.341;759;467;270
15/12/2021;miércoles;LINEA 1;2568;6.940;9.530;8.986;6.299;5.267;4.375;4.279;4.518;4.276;5.343;5.638;5.754;10.307;8.399;5.666;3.757;2.653;2.031
15/12/2021;miércoles;LINEA 2;141;656;880;872;696;756;775;884;975;870;1.031;1.218;1.568;1.778;1.811;1.389;858;486;372
16/12/2021;jueves;LINEA 1;2550;6.879;9.705;8.777;6.176;5.403;4.761;4.396;4.751;4.569;5.314;5.831;7.626;10.382;8.683;5.629;3.806;2.743;1.992
16/12/2021;jueves;LINEA 2;153;639;797;858;713;727;795;968;1.006;857;1.099;1.227;1.685;2.125;1.826;1.447;911;499;323
17/12/2021;viernes;LINEA 1;2479;6.759;9.436;8.687;6.031;5.204;4.715;4.575;4.708;4.022;5.379;6.212;7.357;10.146;8.424;5.754;3.939;2.972;2.273
17/12/2021;viernes;LINEA 2;122;624;820;837;695;731;803;1.002;976;731;1.155;1.281;1.525;1.887;1.673;1.404;855;512;345
18/12/2021;sábado;LINEA 1;2057;4.814;6.302;6.763;5.180;4.962;4.771;4.911;6.323;6.739;6.814;6.661;6.051;5.599;5.619;4.834;3.989;3.231;2.577
18/12/2021;sábado;LINEA 2;116;480;563;628;550;680;684;883;1.096;1.250;1.225;1.201;1.174;1.375;1.269;1.120;1.002;574;370
19/12/2021;domingo;LINEA 1;472;1.787;2.165;2.369;2.833;3.423;3.525;3.587;3.582;3.813;3.987;3.897;3.755;3.542;3.730;3.367;3.044;2.735;603
19/12/2021;domingo;LINEA 2;12;212;199;208;236;289;352;462;529;676;722;748;808;804;856;613;448;363;75
20/12/2021;lunes;LINEA 1;2472;6.327;9.187;8.619;6.226;5.306;4.753;4.610;4.826;4.662;5.551;5.602;7.989;8.988;8.746;5.429;3.493;2.399;1.745
20/12/2021;lunes;LINEA 2;116;588;796;848;763;746;829;938;995;937;1.231;1.293;1.836;2.073;1.909;1.453;839;469;302
21/12/2021;martes;LINEA 1;2358;6.323;9.058;8.537;6.040;5.470;4.737;4.784;4.845;4.970;5.817;6.431;7.620;9.931;8.491;5.749;3.861;2.868;2.144
21/12/2021;martes;LINEA 2;124;591;820;857;692;767;808;984;1.029;1.046;1.153;1.433;1.775;1.889;2.063;1.489;973;529;328
22/12/2021;miércoles;LINEA 1;2369;6.254;9.126;8.609;6.124;5.372;4.857;4.909;4.865;4.737;5.295;6.078;7.797;9.244;7.940;5.080;3.690;2.697;1.975
22/12/2021;miércoles;LINEA 2;122;577;789;861;697;725;808;990;1.024;992;1.181;1.240;1.615;1.881;1.767;1.408;945;560;395
23/12/2021;jueves;LINEA 1;2294;5.852;8.900;8.298;5.920;5.259;5.014;4.672;4.959;4.991;5.845;6.820;7.865;9.151;8.909;5.761;4.339;3.172;2.365
23/12/2021;jueves;LINEA 2;112;532;740;809;698;742;831;980;1.042;981;1.200;1.460;1.684;1.915;1.974;1.505;1.125;702;364
24/12/2021;viernes;LINEA 1;1512;3.834;5.668;6.013;4.812;4.581;4.360;4.441;5.329;5.566;5.652;5.181;4.863;4.703;4.654;2.958;2.898;1.703;154
24/12/2021;viernes;LINEA 2;85;353;547;598;592;652;694;887;1.139;1.187;1.224;1.116;1.161;1.024;1.257;718;464;243;16
25/12/2021;sábado;LINEA 1;187;787;997;887;790;1.093;1.358;1.428;1.416;1.597;1.755;1.892;2.078;2.283;2.759;2.266;1.838;1.421;194
25/12/2021;sábado;LINEA 2;10;87;104;100;99;105;149;147;166;195;219;246;274;270;314;247;170;100;10
26/12/2021;domingo;LINEA 1;325;1.167;1.383;1.343;1.503;1.912;2.275;2.223;2.342;2.447;2.662;2.577;2.177;2.855;2.785;2.270;2.373;1.859;335
26/12/2021;domingo;LINEA 2;4;126;147;154;158;205;321;273;376;413;431;407;447;425;477;385;294;181;14
27/12/2021;lunes;LINEA 1;2040;5.401;7.730;7.168;5.020;4.403;4.025;3.935;3.951;3.920;4.495;5.269;6.532;8.268;6.724;4.239;2.735;2.219;1.301
27/12/2021;lunes;LINEA 2;90;464;707;708;634;690;794;868;867;905;993;1.162;1.450;1.805;1.503;1.083;651;380;172
28/12/2021;martes;LINEA 1;2030;5.437;7.834;7.405;5.217;4.662;4.111;4.129;4.066;4.166;4.746;5.311;6.645;8.519;6.965;4.244;2.804;2.369;1.311
28/12/2021;martes;LINEA 2;101;469;739;762;616;689;775;841;842;811;1.000;1.143;1.503;1.840;1.546;1.110;769;400;159
29/12/2021;miércoles;LINEA 1;2016;5.250;7.593;7.258;5.218;4.457;4.234;3.875;4.162;4.094;4.545;5.024;6.562;8.164;6.752;4.542;2.246;2.584;1.506
29/12/2021;miércoles;LINEA 2;100;483;694;731;650;701;763;889;865;890;771;1.085;1.487;1.741;1.522;1.115;706;444;184
30/12/2021;jueves;LINEA 1;1884;5.120;7.183;6.941;5.038;4.317;4.188;4.187;4.362;4.423;5.134;5.801;6.660;7.288;6.060;4.412;3.321;2.673;1.472
30/12/2021;jueves;LINEA 2;103;478;656;693;604;650;745;807;906;866;1.160;1.263;1.484;1.575;1.389;1.130;780;445;222
31/12/2021;viernes;LINEA 1;1213;2.913;3.882;4.203;3.751;3.674;3.620;3.899;4.334;4.497;4.521;4.077;3.918;3.583;3.737;3.136;2.063;1.330;44
31/12/2021;viernes;LINEA 2;71;263;404;422;467;537;606;696;831;979;989;911;874;988;877;561;379;143;7
01/01/2022;sábado;LINEA 1;165;811;854;662;589;731;836;1.091;1.117;1.280;1.456;1.479;1.616;1.696;1.911;1.611;1.319;923;132
01/01/2022;sábado;LINEA 2;14;90;100;81;68;95;93;90;129;141;183;168;212;213;222;169;118;71;8
02/01/2022;domingo;LINEA 1;307;1.038;1.120;1.096;1.111;1.472;1.820;1.824;1.894;2.077;2.114;2.220;2.210;2.494;2.478;1.967;2.092;1.601;278
02/01/2022;domingo;LINEA 2;11;114;145;137;121;162;271;268;347;332;304;285;311;325;406;318;264;167;19
03/01/2022;lunes;LINEA 1;1932;4.935;6.675;6.071;4.082;3.766;3.443;3.565;3.640;3.372;4.273;4.451;5.743;7.127;5.458;3.424;2.522;1.986;1.075
03/01/2022;lunes;LINEA 2;104;437;585;632;580;658;669;818;827;741;975;1.009;1.425;1.596;1.256;829;501;338;118
04/01/2022;martes;LINEA 1;2069;5.087;7.132;6.300;4.425;3.793;3.640;3.451;3.522;3.397;4.304;4.522;5.713;7.463;5.979;3.694;2.500;2.112;1.235
04/01/2022;martes;LINEA 2;94;463;731;649;577;700;702;861;828;782;994;1.056;1.387;1.645;1.302;874;526;356;143
05/01/2022;miércoles;LINEA 1;2044;5.084;7.098;6.481;4.268;3.857;3.477;3.395;3.497;3.444;4.194;4.596;6.040;7.694;5.814;3.478;2.499;2.141;1.178
05/01/2022;miércoles;LINEA 2;112;509;683;683;551;694;660;797;744;776;888;1.031;1.357;1.629;1.242;902;521;338;140
06/01/2022;jueves;LINEA 1;2145;5.091;6.921;6.304;4.274;3.856;3.507;3.420;3.478;3.491;4.061;4.025;5.884;8.021;6.049;3.429;2.085;1.966;1.059
06/01/2022;jueves;LINEA 2;129;489;664;672;512;575;643;741;730;766;768;926;1.321;1.847;1.509;803;351;382;129
07/01/2022;viernes;LINEA 1;2057;5.002;7.008;6.232;4.200;3.775;3.477;3.484;3.613;3.668;4.491;4.662;5.746;6.955;5.496;3.517;2.329;2.107;1.224
07/01/2022;viernes;LINEA 2;95;492;659;630;499;616;675;734;710;802;967;1.110;1.217;1.475;1.229;799;425;386;184
08/01/2022;sábado;LINEA 1;1763;3.831;4.602;4.922;3.661;3.067;3.269;3.419;4.398;4.326;4.594;4.075;4.044;3.507;3.305;2.949;2.238;2.064;1.299
08/01/2022;sábado;LINEA 2;99;396;415;528;404;515;578;735;913;895;862;790;890;764;755;631;408;352;163
09/01/2022;domingo;LINEA 1;410;1.411;1.631;1.653;1.608;1.907;2.137;2.132;2.137;2.252;2.498;2.252;2.289;2.566;2.799;2.246;2.127;1.683;309
09/01/2022;domingo;LINEA 2;8;142;157;156;154;176;285;299;313;401;352;290;352;336;388;343;269;175;22
10/01/2022;lunes;LINEA 1;492;1.507;1.729;1.699;1.315;1.548;1.730;1.819;1.649;1.961;2.437;2.345;2.569;2.566;2.555;2.024;2.231;1.489;219
10/01/2022;lunes;LINEA 2;12;185;168;159;159;200;249;237;242;273;344;323;368;380;414;322;275;185;13
11/01/2022;martes;LINEA 1;2396;6.068;8.372;7.596;4.958;4.325;3.917;3.894;3.959;3.961;4.455;5.030;6.345;8.624;6.390;3.573;1.621;1.915;1.061
11/01/2022;martes;LINEA 2;126;579;795;733;655;765;780;920;875;877;992;1.178;1.550;1.878;1.401;877;490;334;149
12/01/2022;miércoles;LINEA 1;2394;6.172;8.445;7.473;4.944;4.287;3.759;3.601;4.166;4.051;4.400;4.989;6.438;8.627;6.729;3.786;2.428;1.931;1.206
