Día;dia/semana;Línea de servicio;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00
18/07/2021;domingo;LINEA 1;442;1.522;1.753;1.753;1.700;2.136;2.285;2.172;2.176;2.488;2.523;2.414;2.458;2.391;2.286;2.138;1.867;1.261;229
18/07/2021;domingo;LINEA 2;;;29;152;152;199;297;274;310;364;308;297;334;332;387;309;230;176;14
19/07/2021;lunes;LINEA 1;2227;5.668;7.076;6.243;4.216;3.560;3.248;3.169;3.522;3.313;4.111;4.509;5.705;6.841;5.853;3.694;2.204;1.833;1.030
19/07/2021;lunes;LINEA 2;122;445;601;602;495;616;587;731;725;659;842;932;1.291;1.490;1.247;802;435;268;142
20/07/2021;martes;LINEA 1;569;1.841;2.135;1.754;1.295;1.485;1.476;1.106;851;889;1.081;956;1.076;1.045;944;845;818;539;117
20/07/2021;martes;LINEA 2;3;179;211;154;137;138;143;2;;;;;;;;;;;
21/07/2021;miércoles;LINEA 1;2435;6.297;8.039;7.071;4.818;3.949;3.347;3.262;3.816;3.545;4.123;4.657;6.348;7.867;6.421;3.848;2.312;1.824;1.057
21/07/2021;miércoles;LINEA 2;123;498;688;688;521;612;654;688;755;718;777;961;1.297;1.600;1.283;849;471;283;119
22/07/2021;jueves;LINEA 1;2423;6.292;8.055;6.978;4.673;3.851;3.433;3.322;3.742;3.541;4.024;4.487;6.063;7.994;6.488;3.908;2.339;1.850;1.061
22/07/2021;jueves;LINEA 2;123;513;715;638;470;582;635;756;744;630;793;898;1.394;1.506;1.222;873;477;300;129
23/07/2021;viernes;LINEA 1;2387;6.164;7.982;7.055;4.491;3.681;3.387;3.374;3.794;3.403;4.174;4.661;6.310;7.751;6.477;4.065;2.496;1.974;1.196
23/07/2021;viernes;LINEA 2;121;512;727;672;530;576;611;727;708;694;793;891;1.234;1.530;1.305;911;466;368;161
24/07/2021;sábado;LINEA 1;1997;4.570;5.425;5.517;4.025;3.650;3.194;3.579;4.596;4.868;5.517;4.513;4.261;3.916;3.552;2.841;2.255;1.815;1.121
24/07/2021;sábado;LINEA 2;99;381;488;538;430;537;572;682;699;1.018;871;761;860;802;810;588;371;322;133
25/07/2021;domingo;LINEA 1;492;1.522;1.708;1.645;1.486;1.731;1.903;1.883;2.042;2.355;2.435;2.290;2.385;2.407;2.186;1.968;1.765;1.166;200
25/07/2021;domingo;LINEA 2;5;142;129;168;146;154;268;235;325;326;295;278;330;333;316;329;260;122;17
26/07/2021;lunes;LINEA 1;2443;6.591;7.963;7.272;4.589;3.826;3.373;3.530;3.693;3.608;4.083;4.544;6.218;7.644;6.711;3.851;2.229;1.817;878
26/07/2021;lunes;LINEA 2;100;558;681;721;568;631;586;717;682;677;770;947;1.295;1.439;1.332;821;440;288;103
27/07/2021;martes;LINEA 1;2424;6.584;7.991;7.446;4.490;3.975;3.154;3.306;3.728;3.576;3.965;4.663;6.404;8.377;6.578;4.095;2.343;1.935;1.001
27/07/2021;martes;LINEA 2;114;582;724;735;583;597;554;613;659;655;690;892;1.356;1.592;1.207;807;464;273;138
28/07/2021;miércoles;LINEA 1;2310;6.864;8.051;7.441;4.659;3.997;3.371;3.476;3.862;3.852;4.253;4.601;5.935;7.358;6.119;4.050;2.396;1.898;984
28/07/2021;miércoles;LINEA 2;131;574;784;725;562;580;588;689;696;678;761;882;1.215;1.350;1.404;877;513;280;143
29/07/2021;jueves;LINEA 1;2424;6.743;8.038;7.449;4.612;4.124;3.392;3.462;3.844;3.748;3.853;4.745;6.433;8.218;6.296;3.855;2.341;1.935;958
29/07/2021;jueves;LINEA 2;110;551;730;735;546;629;644;673;752;580;705;906;1.224;1.651;1.195;767;526;261;120
30/07/2021;viernes;LINEA 1;2260;6.453;7.920;7.546;4.786;3.985;3.526;3.663;3.914;3.844;4.272;4.995;6.521;7.818;6.770;4.495;2.699;2.192;1.188
30/07/2021;viernes;LINEA 2;110;558;719;740;532;627;597;711;745;711;781;955;1.390;1.564;1.448;973;552;412;204
31/07/2021;sábado;LINEA 1;2013;4.507;5.706;5.675;4.293;3.740;3.605;3.854;5.212;5.454;5.508;4.808;4.569;4.202;3.842;3.148;2.251;2.293;1.261
31/07/2021;sábado;LINEA 2;89;370;499;519;459;532;620;691;873;1.001;1.021;933;893;857;908;785;490;475;175
01/08/2021;domingo;LINEA 1;412;1.405;1.796;1.842;1.698;2.157;2.329;2.300;2.278;2.535;2.706;2.650;2.585;2.547;2.539;2.223;1.938;1.363;213
01/08/2021;domingo;LINEA 2;5;152;161;149;177;244;334;308;371;359;393;360;340;381;390;326;265;172;13
02/08/2021;lunes;LINEA 1;2485;6.636;7.934;7.439;4.853;4.274;3.560;3.614;4.059;3.790;4.339;4.923;6.653;8.223;6.342;3.941;2.362;1.832;928
02/08/2021;lunes;LINEA 2;115;564;736;692;613;651;683;832;775;734;826;989;1.374;1.626;1.404;824;490;268;116
03/08/2021;martes;LINEA 1;2451;6.868;8.074;7.741;5.042;4.123;3.512;3.729;3.967;3.619;4.359;5.102;6.514;8.115;6.561;3.792;2.397;1.878;995
03/08/2021;martes;LINEA 2;125;593;747;763;581;676;686;751;758;747;748;893;1.366;1.725;1.434;834;510;301;121
04/08/2021;miércoles;LINEA 1;2434;6.982;8.312;7.741;4.799;4.225;3.601;3.524;3.842;3.763;4.285;4.918;6.720;8.588;6.712;4.046;2.643;2.045;1.096
04/08/2021;miércoles;LINEA 2;140;580;797;766;553;633;707;805;779;662;853;981;1.316;1.759;1.352;832;518;314;124
05/08/2021;jueves;LINEA 1;2424;7.017;8.163;7.624;4.825;4.140;3.618;3.509;4.056;3.681;4.270;4.882;6.634;8.530;6.714;4.033;2.668;2.015;1.078
05/08/2021;jueves;LINEA 2;138;586;758;779;523;630;651;771;752;731;815;1.027;1.401;1.668;1.409;893;497;308;114
06/08/2021;viernes;LINEA 1;2405;6.704;8.322;7.513;4.860;4.174;3.671;3.725;4.033;4.025;4.525;5.319;6.864;8.087;6.714;4.502;2.095;2.417;1.277
06/08/2021;viernes;LINEA 2;133;581;755;753;536;695;629;817;790;723;844;1.048;1.463;1.639;1.355;1.033;497;410;211
07/08/2021;sábado;LINEA 1;701;2.453;2.774;2.803;2.521;2.764;2.656;2.545;1.523;1.838;3.294;3.502;3.451;3.169;2.822;2.383;1.847;1.693;371
07/08/2021;sábado;LINEA 2;8;242;290;250;207;270;297;358;361;271;1;;;;3;343;308;233;40
08/08/2021;domingo;LINEA 1;359;1.324;1.473;1.600;1.580;1.921;2.104;2.071;2.270;2.365;2.383;2.481;2.410;2.494;2.406;2.180;1.950;1.287;221
08/08/2021;domingo;LINEA 2;2;134;145;130;133;204;268;270;306;321;288;292;302;326;361;310;264;161;15
09/08/2021;lunes;LINEA 1;2492;6.887;8.197;7.462;4.900;4.253;3.626;3.717;4.064;3.882;4.128;4.935;6.514;8.606;6.554;3.776;2.366;1.908;928
09/08/2021;lunes;LINEA 2;127;549;737;775;552;676;658;785;816;715;821;978;1.404;1.715;1.353;783;498;292;126
10/08/2021;martes;LINEA 1;2476;6.709;8.021;7.663;5.005;4.307;3.571;3.754;4.050;3.902;4.356;4.970;6.975;9.116;6.977;4.172;2.648;2.125;977
10/08/2021;martes;LINEA 2;125;552;712;783;527;621;631;753;776;702;837;981;1.428;1.723;1.304;917;546;317;128
11/08/2021;miércoles;LINEA 1;2462;7.117;8.550;7.846;4.993;4.128;3.539;3.595;4.162;4.050;4.308;4.963;6.758;9.175;6.793;3.832;1.658;1.458;942
11/08/2021;miércoles;LINEA 2;128;623;763;726;542;582;710;706;789;727;755;972;1.334;1.681;1.370;841;494;287;135
12/08/2021;jueves;LINEA 1;2474;7.103;8.413;7.759;4.406;4.164;3.460;3.715;4.013;3.967;4.066;4.776;6.709;8.930;7.130;4.239;2.689;2.143;1.003
12/08/2021;jueves;LINEA 2;134;573;748;750;557;621;612;740;815;699;800;933;1.300;1.711;1.431;928;585;333;117
13/08/2021;viernes;LINEA 1;2469;6.896;8.240;7.736;5.072;4.252;3.569;3.772;4.204;4.075;4.552;5.243;6.927;8.908;6.887;4.513;3.014;2.319;1.287
13/08/2021;viernes;LINEA 2;119;528;677;750;577;564;664;757;761;727;800;1.013;1.363;1.583;1.411;995;537;401;175
14/08/2021;sábado;LINEA 1;1988;4.818;5.763;5.852;4.106;3.766;3.488;3.667;4.959;5.251;5.608;4.959;4.712;4.152;4.152;3.108;2.687;2.081;1.116
14/08/2021;sábado;LINEA 2;103;417;515;546;428;530;542;671;866;889;972;853;844;894;850;772;401;360;185
15/08/2021;domingo;LINEA 1;462;1.518;1.711;1.871;1.731;2.121;2.358;2.491;2.517;2.630;2.961;2.782;2.689;2.423;2.180;2.374;1.842;1.433;277
15/08/2021;domingo;LINEA 2;10;137;168;153;164;192;302;272;398;328;404;366;367;381;346;390;299;157;17
16/08/2021;lunes;LINEA 1;496;1.741;1.786;1.692;1.460;1.710;1.830;1.825;2.023;2.097;2.663;2.397;2.478;2.392;2.491;1.864;1.780;1.244;193
16/08/2021;lunes;LINEA 2;13;192;191;171;144;160;202;228;225;254;287;296;312;325;429;308;239;149;15
17/08/2021;martes;LINEA 1;2374;6.936;8.212;7.993;5.565;4.574;3.767;3.862;4.192;4.254;4.376;5.190;6.998;9.873;7.108;4.109;2.457;2.014;1.058
17/08/2021;martes;LINEA 2;115;570;738;773;565;692;708;819;904;791;879;1.082;1.552;1.889;1.438;948;575;323;122
18/08/2021;miércoles;LINEA 1;2415;6.975;8.806;8.114;5.042;4.313;3.659;3.786;4.221;4.008;4.432;5.034;6.875;9.178;7.513;4.227;2.715;2.034;1.010
18/08/2021;miércoles;LINEA 2;127;571;736;767;579;654;707;766;828;709;843;1.009;1.368;1.793;1.539;896;562;370;111
19/08/2021;jueves;LINEA 1;2474;7.133;9.018;8.543;5.070;3.994;3.676;3.619;4.082;4.048;4.338;4.838;6.920;9.335;7.020;4.167;2.545;1.901;1.029
19/08/2021;jueves;LINEA 2;125;592;989;859;567;630;659;781;826;720;796;1.010;1.378;1.783;1.433;878;549;342;139
20/08/2021;viernes;LINEA 1;2427;6.775;8.710;8.137;4.942;4.251;3.672;3.920;4.085;4.216;4.534;5.422;7.616;9.298;7.465;4.958;3.211;2.376;1.388
20/08/2021;viernes;LINEA 2;129;596;831;778;589;599;625;749;774;714;819;1.035;1.428;1.640;1.455;1.154;660;504;205
21/08/2021;sábado;LINEA 1;2038;4.902;5.915;6.037;4.369;3.769;3.736;3.955;5.447;5.952;5.845;5.191;4.861;4.443;3.915;3.351;2.574;2.076;1.214
21/08/2021;sábado;LINEA 2;112;409;535;568;469;573;623;749;1.095;1.079;1.037;930;869;884;906;713;480;342;177
22/08/2021;domingo;LINEA 1;427;1.571;1.834;1.780;1.783;2.079;2.313;2.354;2.302;2.544;2.781;2.561;2.558;2.673;2.774;2.377;2.086;1.487;205
22/08/2021;domingo;LINEA 2;16;157;161;153;170;214;285;311;377;401;347;322;323;369;429;345;283;162;28
23/08/2021;lunes;LINEA 1;2264;6.913;8.602;7.927;5.113;4.264;3.701;3.712;4.019;3.935;4.307;5.139;6.707;9.072;6.895;3.888;2.434;1.928;912
23/08/2021;lunes;LINEA 2;111;559;747;750;574;671;683;749;789;720;873;1.035;1.416;1.776;1.409;865;510;305;116
24/08/2021;martes;LINEA 1;2548;7.304;8.795;8.049;5.155;4.342;3.673;3.865;4.250;4.179;4.371;5.187;7.564;9.553;7.127;4.083;2.525;2.018;968
24/08/2021;martes;LINEA 2;122;593;816;795;557;693;674;746;810;755;856;993;1.490;1.693;1.400;883;494;348;106
25/08/2021;miércoles;LINEA 1;2546;7.265;8.710;8.255;5.047;4.298;3.584;3.706;4.259;3.695;4.071;5.116;6.955;9.445;7.273;4.179;2.536;2.117;1.053
25/08/2021;miércoles;LINEA 2;130;576;789;825;550;649;642;778;795;538;821;1.011;1.375;1.664;1.392;879;569;373;115
26/08/2021;jueves;LINEA 1;2476;7.317;8.728;8.088;5.119;4.166;3.464;3.747;3.985;4.138;4.119;4.798;6.263;7.788;6.379;3.896;2.444;2.134;1.149
26/08/2021;jueves;LINEA 2;122;620;791;799;542;652;628;710;784;718;840;1.041;1.373;1.642;1.326;879;589;378;124
27/08/2021;viernes;LINEA 1;2502;6.979;7.674;8.129;5.043;4.238;3.685;3.903;4.241;4.087;4.590;5.370;6.965;9.059;7.185;4.481;2.803;2.340;1.332
27/08/2021;viernes;LINEA 2;128;611;863;772;536;632;645;780;810;781;828;1.025;1.415;1.654;1.487;947;542;470;196
28/08/2021;sábado;LINEA 1;2070;4.949;5.970;5.966;4.300;3.784;3.338;3.845;5.540;5.731;5.847;5.221;4.907;4.394;4.340;3.230;2.585;2.108;1.315
28/08/2021;sábado;LINEA 2;92;438;553;588;451;549;584;719;720;;;;;;;241;401;325;155
29/08/2021;domingo;LINEA 1;477;1.594;1.914;1.805;1.728;2.110;2.390;2.230;2.437;2.583;2.847;2.504;2.634;2.579;2.602;2.240;1.959;1.466;175
29/08/2021;domingo;LINEA 2;4;160;195;153;175;199;305;242;332;366;352;314;341;343;435;345;244;147;15
30/08/2021;lunes;LINEA 1;2402;7.015;8.359;8.005;5.254;4.300;3.592;3.777;4.164;4.103;4.478;5.038;6.983;9.396;7.164;3.821;2.482;1.990;980
30/08/2021;lunes;LINEA 2;130;570;711;733;601;687;671;783;776;808;847;1.091;1.430;1.794;1.452;883;562;323;109
31/08/2021;martes;LINEA 1;2475;7.124;8.790;8.246;5.178;4.394;3.801;3.905;4.262;4.145;4.552;5.181;7.013;9.121;7.683;4.661;2.781;2.148;1.046
31/08/2021;martes;LINEA 2;104;605;779;810;539;656;679;835;868;734;895;1.059;1.432;1.751;1.570;1.065;611;379;137
01/09/2021;miércoles;LINEA 1;2429;7.269;8.953;8.562;5.312;4.442;3.781;4.077;4.337;4.219;4.667;5.372;7.051;9.742;7.439;4.392;2.655;2.222;1.160
01/09/2021;miércoles;LINEA 2;112;620;754;831;568;679;752;839;849;793;939;1.086;1.482;1.937;1.595;892;575;399;131
02/09/2021;jueves;LINEA 1;2479;7.461;9.215;8.221;5.384;4.362;3.769;4.293;4.975;4.439;4.791;5.142;6.268;8.935;7.233;4.448;2.741;2.204;1.269
02/09/2021;jueves;LINEA 2;111;644;806;792;570;681;752;874;877;787;883;990;1.369;1.887;1.511;960;617;378;157
03/09/2021;viernes;LINEA 1;2496;7.027;8.908;8.211;5.142;4.373;3.918;4.141;4.508;4.225;4.907;4.980;6.389;8.499;7.094;4.848;3.150;2.479;1.387
03/09/2021;viernes;LINEA 2;114;638;796;818;587;626;695;843;866;793;892;1.065;1.357;1.199;1.297;1.110;631;457;187
04/09/2021;sábado;LINEA 1;2045;5.117;6.178;6.199;4.423;3.898;3.775;4.207;5.531;5.907;6.123;5.362;4.918;4.593;4.344;3.422;2.468;1.374;701
04/09/2021;sábado;LINEA 2;102;458;528;600;464;584;545;799;989;1.040;1.067;967;991;969;978;673;499;318;176
05/09/2021;domingo;LINEA 1;427;1.661;2.054;1.962;1.839;2.114;2.409;2.431;2.537;2.607;2.907;2.798;2.872;2.734;2.632;2.504;2.201;1.487;239
05/09/2021;domingo;LINEA 2;10;156;194;173;192;186;292;280;340;371;380;377;431;425;423;367;268;170;17
06/09/2021;lunes;LINEA 1;2541;7.052;8.939;8.371;5.157;4.542;3.701;3.815;4.248;4.135;4.511;5.239;7.173;9.611;7.033;4.049;2.374;1.956;983
06/09/2021;lunes;LINEA 2;116;594;785;784;636;706;715;865;827;754;845;1.065;1.494;1.817;1.421;877;538;319;125
07/09/2021;martes;LINEA 1;2543;7.420;9.116;8.449;5.364;4.571;3.877;4.015;4.647;3.375;4.416;5.084;6.984;9.877;7.378;4.343;2.722;2.239;1.023
07/09/2021;martes;LINEA 2;122;620;803;847;578;672;722;789;806;786;853;982;1.390;1.952;1.454;879;615;374;151
08/09/2021;miércoles;LINEA 1;2518;7.308;8.988;8.402;5.290;4.771;3.831;4.005;4.011;3.921;4.502;5.173;7.069;9.773;7.581;4.305;2.864;2.205;1.077
08/09/2021;miércoles;LINEA 2;121;595;851;871;531;764;696;774;802;719;804;951;1.327;1.797;1.492;871;533;372;138
09/09/2021;jueves;LINEA 1;2548;7.498;9.142;8.433;5.358;4.535;3.899;3.984;4.490;4.245;4.707;3.904;4.502;6.248;3.926;2.426;1.998;1.808;1.187
09/09/2021;jueves;LINEA 2;124;633;807;838;633;718;706;809;830;768;879;676;22;;;296;637;383;151
10/09/2021;viernes;LINEA 1;2511;7.221;8.911;8.367;5.230;4.520;3.830;4.053;4.495;4.399;5.064;5.721;7.593;9.364;7.529;4.725;3.147;2.493;1.340
10/09/2021;viernes;LINEA 2;128;629;783;801;542;699;608;782;805;696;954;1.061;1.433;1.692;1.464;961;557;421;182
11/09/2021;sábado;LINEA 1;2057;4.869;6.106;6.164;4.501;4.019;3.699;4.028;5.597;6.109;6.175;4.855;4.114;4.585;4.091;3.436;2.437;2.144;1.337
11/09/2021;sábado;LINEA 2;96;458;554;564;474;538;551;678;1.077;1.119;968;875;952;928;844;730;441;409;171
12/09/2021;domingo;LINEA 1;503;1.533;1.863;1.859;1.677;1.994;2.429;2.279;2.431;2.732;2.877;2.652;2.848;2.710;2.613;2.264;2.374;1.538;219
12/09/2021;domingo;LINEA 2;10;155;173;157;169;202;257;232;352;383;359;341;346;363;421;340;272;155;16
13/09/2021;lunes;LINEA 1;2580;7.222;8.974;8.207;4.984;4.484;3.737;3.859;4.261;4.252;4.694;5.019;7.122;9.690;7.091;4.142;2.569;1.999;996
13/09/2021;lunes;LINEA 2;112;576;793;805;628;676;666;758;823;774;879;1.048;1.494;1.883;1.465;907;492;341;126
14/09/2021;martes;LINEA 1;2561;7.351;9.497;8.431;5.227;4.490;3.903;3.947;3.973;4.184;4.561;5.145;7.039;10.126;7.625;4.119;2.724;2.187;1.177
14/09/2021;martes;LINEA 2;132;636;845;828;571;685;737;787;854;742;875;1.061;1.456;1.933;1.411;959;600;370;126
15/09/2021;miércoles;LINEA 1;2434;6.911;9.300;8.832;5.532;4.524;3.803;3.966;4.454;4.261;4.675;5.284;7.040;9.901;7.594;4.503;3.001;2.250;1.239
15/09/2021;miércoles;LINEA 2;124;529;818;901;613;684;726;802;814;755;789;1.083;1.458;1.875;1.528;1.002;652;391;149
16/09/2021;jueves;LINEA 1;2555;7.398;9.465;8.396;5.313;4.403;3.924;4.087;4.333;4.338;4.583;5.343;6.617;8.849;7.354;4.559;2.961;2.267;1.196
16/09/2021;jueves;LINEA 2;127;603;834;893;595;738;739;799;841;762;794;1.050;1.376;1.883;1.518;1.027;642;445;158
17/09/2021;viernes;LINEA 1;2534;7.175;9.309;8.423;5.479;4.009;2.623;2.734;3.067;3.465;4.770;5.520;7.331;9.240;7.469;4.786;3.277;2.549;1.488
17/09/2021;viernes;LINEA 2;118;585;837;833;642;692;746;776;877;716;908;1.029;1.444;1.727;1.579;1.043;670;483;211
18/09/2021;sábado;LINEA 1;2078;4.895;6.267;6.244;4.605;4.047;3.715;4.134;5.618;5.823;6.006;5.165;4.758;4.582;4.265;3.567;2.768;2.246;1.420
18/09/2021;sábado;LINEA 2;110;416;532;603;479;525;639;772;1.002;1.039;1.009;920;927;931;909;680;495;395;187
19/09/2021;domingo;LINEA 1;411;1.532;1.816;1.774;1.678;2.182;2.346;2.259;2.303;2.637;2.701;2.649;2.809;2.806;2.478;2.277;2.151;1.429;242
19/09/2021;domingo;LINEA 2;16;144;165;147;174;211;293;278;370;359;365;297;406;344;407;361;261;137;20
20/09/2021;lunes;LINEA 1;2530;7.220;9.061;8.148;5.039;4.595;3.764;3.970;4.269;4.201;4.673;4.782;7.203;9.704;6.929;4.089;2.626;2.036;1.084
20/09/2021;lunes;LINEA 2;129;601;813;845;610;723;735;819;853;744;897;1.078;1.503;1.855;1.452;903;530;335;125
21/09/2021;martes;LINEA 1;2532;7.243;9.431;8.764;5.322;4.512;3.727;3.997;4.446;4.241;4.575;5.348;7.274;9.936;7.280;4.000;2.659;2.229;1.056
21/09/2021;martes;LINEA 2;119;597;856;840;583;705;750;784;838;742;850;1.108;1.553;1.887;1.412;904;598;358;150
22/09/2021;miércoles;LINEA 1;2655;7.358;9.326;8.502;5.242;4.457;3.772;3.852;4.474;4.078;4.467;5.119;7.181;9.747;7.503;4.183;2.680;2.022;1.094
22/09/2021;miércoles;LINEA 2;137;632;816;855;596;666;756;854;814;748;797;953;1.453;1.833;1.541;973;616;353;153
23/09/2021;jueves;LINEA 1;2575;7.243;9.272;8.565;5.202;4.427;3.738;3.816;4.368;4.306;4.349;5.032;7.116;9.742;7.364;4.550;2.832;2.167;1.122
23/09/2021;jueves;LINEA 2;133;580;821;851;642;662;719;795;815;759;818;1.040;1.455;1.859;1.573;921;556;415;141
24/09/2021;viernes;LINEA 1;2490;7.200;9.050;8.337;5.190;4.493;3.902;3.959;4.503;4.444;4.797;5.632;6.984;9.495;7.740;4.665;3.115;2.497;1.515
24/09/2021;viernes;LINEA 2;104;604;805;819;660;734;678;739;824;767;884;1.111;1.546;1.918;1.462;1.034;569;430;197
25/09/2021;sábado;LINEA 1;2119;5.178;6.226;6.065;4.571;4.036;3.753;4.101;5.598;5.975;5.457;5.259;4.904;4.610;4.193;3.272;2.713;2.383;1.379
25/09/2021;sábado;LINEA 2;113;453;542;585;518;603;674;775;1.092;1.088;950;897;925;913;897;622;497;424;165
26/09/2021;domingo;LINEA 1;540;1.748;2.007;1.866;1.793;2.174;2.508;2.265;2.483;2.689;2.881;2.729;2.781;2.855;2.928;2.357;2.305;1.660;245
26/09/2021;domingo;LINEA 2;14;171;199;159;182;220;300;298;367;365;377;326;331;400;467;362;280;146;31
27/09/2021;lunes;LINEA 1;2708;7.251;9.131;8.199;5.014;4.475;3.793;3.873;4.267;4.190;4.624;5.070;6.999;9.834;7.160;3.956;2.660;2.044;950
27/09/2021;lunes;LINEA 2;121;624;806;805;612;723;685;799;818;705;887;1.051;1.436;1.857;1.479;872;547;338;120
28/09/2021;martes;LINEA 1;2602;7.622;9.290;8.382;5.239;4.607;3.778;3.497;3.431;3.258;4.093;4.830;6.904;6.800;3.628;1.651;1.131;1.131;984
28/09/2021;martes;LINEA 2;119;598;819;856;577;706;704;825;808;699;732;922;1.384;1.088;2;;;62;114
29/09/2021;miércoles;LINEA 1;2431;6.976;9.375;8.396;5.460;4.553;3.889;3.859;4.339;4.209;4.510;4.910;7.285;9.516;7.304;4.131;2.679;2.116;1.182
29/09/2021;miércoles;LINEA 2;113;630;859;843;634;690;752;813;837;653;840;993;1.419;1.907;1.453;898;570;337;157
30/09/2021;jueves;LINEA 1;2576;7.371;9.230;8.605;5.219;4.368;3.836;3.957;4.322;4.220;4.774;5.252;7.272;9.817;7.713;4.523;2.879;2.326;1.255
30/09/2021;jueves;LINEA 2;138;660;874;860;616;748;744;833;868;841;935;1.112;1.453;1.966;1.621;1.021;588;423;172
01/10/2021;viernes;LINEA 1;2564;7.203;9.127;8.573;5.363;4.687;4.011;4.317;4.542;4.824;4.751;5.673;7.397;9.290;7.299;4.650;3.164;2.519;1.622
01/10/2021;viernes;LINEA 2;119;616;850;807;628;727;791;858;891;859;1.010;1.139;1.436;1.861;1.506;1.092;550;491;191
02/10/2021;sábado;LINEA 1;2093;4.856;6.166;6.253;4.409;4.017;3.742;4.125;5.647;6.215;6.148;5.601;4.871;4.948;4.659;3.433;2.906;2.355;1.484
02/10/2021;sábado;LINEA 2;118;471;536;582;515;592;673;812;1.087;1.081;1.122;973;1.005;1.067;1.101;713;476;397;213
03/10/2021;domingo;LINEA 1;455;1.572;1.833;1.927;1.883;2.325;2.679;2.524;2.649;2.836;2.967;3.015;2.820;2.850;3.029;2.390;2.289;1.677;239
03/10/2021;domingo;LINEA 2;9;154;180;160;176;206;300;307;384;397;400;384;386;416;406;362;267;173;26
04/10/2021;lunes;LINEA 1;2582;7.431;9.510;8.643;5.398;4.569;3.952;4.117;4.507;4.249;4.900;5.503;7.287;9.928;7.490;4.046;2.578;2.044;1.104
04/10/2021;lunes;LINEA 2;131;599;813;907;675;757;712;889;965;768;1.007;1.075;1.487;2.007;1.547;913;576;339;120
05/10/2021;martes;LINEA 1;2585;7.294;9.800;8.905;5.460;4.514;3.975;4.116;4.565;4.443;4.845;5.411;7.365;10.461;7.826;4.376;2.913;2.154;1.209
05/10/2021;martes;LINEA 2;125;611;807;887;662;759;707;830;838;751;989;1.156;1.560;2.102;1.595;907;695;350;145
06/10/2021;miércoles;LINEA 1;2549;7.709;9.588;8.932;5.452;4.642;4.041;4.179;4.748;4.404;4.811;5.284;7.386;10.501;7.967;4.559;2.842;2.207;1.252
06/10/2021;miércoles;LINEA 2;120;626;879;920;682;689;745;826;870;777;917;1.102;1.553;2.042;1.536;964;621;400;153
07/10/2021;jueves;LINEA 1;2649;7.711;9.610;9.080;5.613;4.736;3.962;4.152;4.708;4.290;4.746;5.414;7.613;10.439;7.449;4.101;3.139;2.320;1.278
07/10/2021;jueves;LINEA 2;132;649;895;908;660;702;722;839;929;729;938;1.115;1.512;2.064;1.540;836;654;406;183
08/10/2021;viernes;LINEA 1;2647;7.386;9.623;8.699;5.499;4.726;4.159;4.251;4.730;4.468;5.047;5.668;7.547;9.918;8.063;4.788;3.066;2.556;1.628
08/10/2021;viernes;LINEA 2;144;643;821;875;678;742;741;821;839;773;937;1.192;1.519;1.915;1.543;1.045;641;457;226
09/10/2021;sábado;LINEA 1;2193;5.217;6.267;6.426;4.569;4.101;3.767;4.107;5.760;6.045;6.080;5.565;4.950;4.851;4.401;3.379;2.577;2.190;1.377
09/10/2021;sábado;LINEA 2;107;484;573;634;571;549;636;781;1.146;1.102;988;1.010;1.060;971;958;710;492;400;191
10/10/2021;domingo;LINEA 1;467;1.651;2.130;2.027;1.822;2.157;2.573;2.511;2.656;2.707;2.903;2.806;2.694;2.511;2.646;2.015;2.192;1.557;220
10/10/2021;domingo;LINEA 2;10;194;182;218;181;223;315;294;423;392;435;370;381;362;393;352;267;173;17
11/10/2021;lunes;LINEA 1;2629;7.051;9.354;8.514;5.287;4.663;3.819;3.904;4.293;4.310;4.799;5.352;7.019;9.664;7.698;4.442;2.660;2.058;1.160
11/10/2021;lunes;LINEA 2;136;541;811;925;627;723;705;802;887;724;920;1.172;1.534;1.968;1.509;980;542;353;135
12/10/2021;martes;LINEA 1;2598;7.555;9.557;8.618;5.498;4.645;3.876;4.073;4.346;4.343;4.621;5.414;7.742;9.181;7.809;4.401;2.750;2.223;1.201
12/10/2021;martes;LINEA 2;127;612;900;839;646;707;732;796;828;736;916;1.135;1.648;2.055;1.515;926;628;390;138
13/10/2021;miércoles;LINEA 1;2539;7.296;9.442;8.927;5.439;4.593;3.970;4.061;4.370;4.458;4.736;5.607;7.653;10.213;7.456;4.395;2.736;2.229;1.275
13/10/2021;miércoles;LINEA 2;127;612;892;894;656;723;688;768;879;711;879;1.002;1.573;1.999;1.549;938;645;397;147
14/10/2021;jueves;LINEA 1;2613;7.496;9.446;8.746;5.387;4.624;3.962;4.117;4.443;4.248;4.792;6.100;7.053;8.631;7.062;3.864;2.748;2.236;1.228
14/10/2021;jueves;LINEA 2;144;646;862;822;620;757;748;829;860;681;905;1.165;1.403;1.671;1.410;830;585;381;133
15/10/2021;viernes;LINEA 1;2647;7.204;9.208;8.528;5.310;4.700;4.003;4.077;4.344;4.192;4.676;5.528;7.436;9.168;7.671;4.698;3.178;2.545;1.572
15/10/2021;viernes;LINEA 2;131;625;836;794;623;694;800;788;866;801;843;1.119;1.442;1.700;1.537;1.142;635;473;217
